paper	phenotype	numaccessions	phenotypecategory	stressstrategy
Busch_Slovak_PlantCell_2014_PID_24920330	Root_angle_day005	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_directional_equivalent_avg	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_directional_equivalent_day001	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_directional_equivalent_day002	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_directional_equivalent_day003	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_directional_equivalent_day004	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_directional_equivalent_day005	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_growth_rate_avg	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_growth_rate_day001.day002	162	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_growth_rate_day002.day003	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_growth_rate_day003.day004	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_growth_rate_day004.day005	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_horizontal_index_avg	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_horizontal_index_day001	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_horizontal_index_day002	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_horizontal_index_day003	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_horizontal_index_day004	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_horizontal_index_day005	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_linearity_avg	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_linearity_day001	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_linearity_day002	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_linearity_day003	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_linearity_day004	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_linearity_day005	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_tortuosity_avg	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_tortuosity_day001	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_tortuosity_day002	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_tortuosity_day003	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_tortuosity_day004	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_tortuosity_day005	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_vertical_index_avg	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_vertical_index_day001	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_vertical_index_day002	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_vertical_index_day003	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_vertical_index_day004	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_vertical_index_day005	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_100_avg	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_100_day001	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_100_day002	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_100_day003	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_100_day004	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_100_day005	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_20_avg	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_20_day001	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_20_day002	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_20_day003	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_20_day004	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_20_day005	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_40_avg	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_40_day001	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_40_day002	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_40_day003	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_40_day004	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_40_day005	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_60_avg	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_60_day001	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_60_day002	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_60_day003	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_60_day004	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_60_day005	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_80_avg	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_80_day001	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_80_day002	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_80_day003	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_80_day004	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_80_day005	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Total_length_day001	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Total_length_day002	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Total_length_day003	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Total_length_day004	163	Development	Avoidance
Busch_Slovak_PlantCell_2014_PID_24920330	Total_length_day005	163	Development	Avoidance
Carlborg_Forsberg_PlosGen_2015_PID_26599497	286_Mo98	345	Ionomics	Tolerance
Chao_Chen_FronPlaSci_2018_PID_29545819	282_Zn66	345	Ionomics	Tolerance
Chapple_Li_Genetics_2014_PID_25173843	Xyloside_percentage	93	Metabolite	Tolerance
Coruzzi_Rosas_PNAS_2013_PID_23980140	PC1	69	Development	NA
Coruzzi_Rosas_PNAS_2013_PID_23980140	PC2	69	Development	NA
Coupland_de_PNAS_2015_PID_25548158	LD12_peak	54	Development	Escape
Coupland_de_PNAS_2015_PID_25548158	LD12_period	54	Development	Escape
Coupland_de_PNAS_2015_PID_25548158	LD14_peak	54	Development	Escape
Coupland_de_PNAS_2015_PID_25548158	LD14_period	54	Development	Escape
Coupland_de_PNAS_2015_PID_25548158	LD16_peak	54	Development	Escape
Coupland_de_PNAS_2015_PID_25548158	LD16_period	54	Development	Escape
Coupland_de_PNAS_2015_PID_25548158	SD10_peak	54	Development	Escape
Coupland_de_PNAS_2015_PID_25548158	SD10_period	54	Development	Escape
Coupland_de_PNAS_2015_PID_25548158	SD8_peak	54	Development	Escape
Coupland_de_PNAS_2015_PID_25548158	SD8_period	54	Development	Escape
Decroocq_Pagny_NewPyhtol_2012_PID_22943366	Agro_PPV_infection	4	Defense	NA
Decroocq_Poque_BMCPlaBio_2015_PID_26109391	Mechnical_PPV_infection_Hampes_Rosettes	134	Defense	NA
Dellapenna_Angelovici_PlantCell_2013_PID_24368787	ile_ileleuval	313	Metabolite	Tolerance
Dellapenna_Angelovici_PlantCell_2013_PID_24368787	ile_t	312	Metabolite	Tolerance
Dellapenna_Angelovici_PlantCell_2013_PID_24368787	ile	312	Metabolite	Tolerance
Dellapenna_Angelovici_PlantCell_2013_PID_24368787	leu_ileleuval	313	Metabolite	Tolerance
Dellapenna_Angelovici_PlantCell_2013_PID_24368787	leu_t	312	Metabolite	Tolerance
Dellapenna_Angelovici_PlantCell_2013_PID_24368787	leu	312	Metabolite	Tolerance
Dellapenna_Angelovici_PlantCell_2013_PID_24368787	val_ileleuval	313	Metabolite	Tolerance
Dellapenna_Angelovici_PlantCell_2013_PID_24368787	val_t	312	Metabolite	Tolerance
Dellapenna_Angelovici_PlantCell_2013_PID_24368787	val	312	Metabolite	Tolerance
Dellapenna_Gonzalez-Jorge_PlantCell_2013_PID_24368792	beta_carotene	315	Metabolite	Tolerance
Deng_Ren_NewPyhtol_2018_PID_30556142	Seed_size	181	Development	Escape
Dicke_Davila_MolEcol_2017_PID_28295823	Aphid_reproduction	293	Defense	NA
Dicke_Davila_MolEcol_2017_PID_28295823	Thrips	302	Defense	NA
Dicke_Davila_NewPyhtol_2017_PID_27604707	Botrytis_and_Pieris	334	Defense	NA
Dicke_Davila_NewPyhtol_2017_PID_27604707	Drought_and_Pieris	334	Defense	NA
Dicke_Davila_NewPyhtol_2017_PID_27604707	Drought	334	Defense	NA
Dicke_Davila_NewPyhtol_2017_PID_27604707	P_rapae	334	Defense	NA
Dicke_Davila_NewPyhtol_2017_PID_27604707	P_xyllostella	311	Defense	NA
Exposito-Alonso_Nature_2019_PID_31462776	FT_mhi	515	Reproduction	Escape
Exposito-Alonso_Nature_2019_PID_31462776	FT_mhp	515	Reproduction	Escape
Exposito-Alonso_Nature_2019_PID_31462776	FT_mli	515	Reproduction	Escape
Exposito-Alonso_Nature_2019_PID_31462776	FT_mlp	515	Reproduction	Escape
Exposito-Alonso_Nature_2019_PID_31462776	FT_thi	515	Reproduction	Escape
Exposito-Alonso_Nature_2019_PID_31462776	FT_thp	515	Reproduction	Escape
Exposito-Alonso_Nature_2019_PID_31462776	FT_tli	515	Reproduction	Escape
Exposito-Alonso_Nature_2019_PID_31462776	FT_tlp	515	Reproduction	Escape
Exposito-Alonso_Nature_2019_PID_31462776	rFitness_mhi	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rFitness_mhp	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rFitness_mli	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rFitness_mlp	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rFitness_thi	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rFitness_thp	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rFitness_tli	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rFitness_tlp	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rSeeds_mhi	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rSeeds_mhp	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rSeeds_mli	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rSeeds_mlp	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rSeeds_thi	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rSeeds_thp	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rSeeds_tli	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rSeeds_tlp	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rSurvival_fruit_mhi	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rSurvival_fruit_mhp	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rSurvival_fruit_mli	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rSurvival_fruit_mlp	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rSurvival_fruit_thi	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rSurvival_fruit_thp	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rSurvival_fruit_tli	515	Development	NA
Exposito-Alonso_Nature_2019_PID_31462776	rSurvival_fruit_tlp	515	Development	NA
Fernie_Tohge_SciData_2018_PID_29611844	Flavonol.glycoside01	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Flavonol.glycoside02	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	GLS.1	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	GLS.2	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	I3M	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Is3A7R	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Is3G	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Is3G7R	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Is3R7R	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	K3A7R	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	K3G	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	K3G7G	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	K3G7R	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	K3GG7R	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	K3GH	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	K3GR7R	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	K3R	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	K3R7R	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Polyamine01	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Polyamine02	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Polyamine03	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Polyamine04	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Polyamine05	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Polyamine06	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Polyamine07	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	putative.HDX	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Q3A7R	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Q3G	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Q3G7G	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Q3G7R	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Q3GG7R	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Q3GH	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Q3GR7R	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Q3R	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	Q3R7R	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	saiginol.A	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	saiginol.B	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	saiginol.C	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	saiginol.D	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	saiginol.E	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	saiginol.F	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	saiginol.G	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	saiginol.H	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	saiginol.I	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	saiginol.J	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	saiginol.K	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	saiginol.L	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	saiginol.M	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	saiginol.N	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	saiginol.O	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	saiginol.P	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	saiginol.Q	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	saiginol.R	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	SinG1	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	sinigrin	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	SinM	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	X1MOI3M	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	X3MSOP	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	X4MOI3M	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	X4MSOB	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	X4MTB	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	X5MSOP	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	X6MSOH	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	X6MTH	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	X7MSOH	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	X7MTH	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	X8MSOO	52	Metabolite	Tolerance
Fernie_Tohge_SciData_2018_PID_29611844	X8MTO	52	Metabolite	Tolerance
Grant_Iakovidis_Genetics_2016_PID_27412712	HopAM1-cell_death	94	Metabolite	NA
Grant_Iakovidis_Genetics_2016_PID_27412712	HopAM1-rosette_chlorosisis	63	Metabolite	NA
Grossniklaus_Mller_NatCommun_2016_PID_26964640	Pollen_Tube_OG_S	82	Reproduction	NA
Hills_Shahzad_PlantPhys_2018_PID_29895611	AZL	147	Development	Avoidance
Hills_Shahzad_PlantPhys_2018_PID_29895611	BsZL	147	Development	Avoidance
Hills_Shahzad_PlantPhys_2018_PID_29895611	BZL	147	Development	Avoidance
Hills_Shahzad_PlantPhys_2018_PID_29895611	LRA	147	Development	Avoidance
Hills_Shahzad_PlantPhys_2018_PID_29895611	LRD.BZ	147	Development	Avoidance
Hills_Shahzad_PlantPhys_2018_PID_29895611	LRD.MR	147	Development	Avoidance
Hills_Shahzad_PlantPhys_2018_PID_29895611	LRL_0_25	147	Development	Avoidance
Hills_Shahzad_PlantPhys_2018_PID_29895611	LRL	147	Development	Avoidance
Hills_Shahzad_PlantPhys_2018_PID_29895611	LRN	147	Development	Avoidance
Hills_Shahzad_PlantPhys_2018_PID_29895611	LRS_0_25	147	Development	Avoidance
Hills_Shahzad_PlantPhys_2018_PID_29895611	LRS	147	Development	Avoidance
Hills_Shahzad_PlantPhys_2018_PID_29895611	MRA	147	Development	Avoidance
Hills_Shahzad_PlantPhys_2018_PID_29895611	MRL	147	Development	Avoidance
Hills_Shahzad_PlantPhys_2018_PID_29895611	MRV	147	Development	Avoidance
Hills_Shahzad_PlantPhys_2018_PID_29895611	OAD	147	Development	Avoidance
Hills_Shahzad_PlantPhys_2018_PID_29895611	TRS	147	Development	Avoidance
Horton_Bergelson_SciRep_2019_PID_30631088	alpha_bacterial_richness_1_tn2_ranef	147	Microbiome	Tolerance
Horton_Bergelson_SciRep_2019_PID_30631088	alpha_fungal_richness_1_tn2_ranef	147	Microbiome	Tolerance
Horton_Bergelson_SciRep_2019_PID_30631088	alpha_slant_1_tn2_ranef_diff_exps	147	Microbiome	Tolerance
Horton_Bergelson_SciRep_2019_PID_30631088	alpha_total_1_tn2_ranef_glmer	147	Microbiome	Tolerance
Horton_Bergelson_SciRep_2019_PID_30631088	beta_root_1_combined_pca_tn2_bac_n100_glmer_fun_n100_glmerPC1	147	Microbiome	Tolerance
Horton_Bergelson_SciRep_2019_PID_30631088	beta_root_1_combined_pca_tn2_bac_n100_glmer_fun_n100_glmerPC2	147	Microbiome	Tolerance
Horton_Bergelson_SciRep_2019_PID_30631088	beta_root_1_combined_pca_tn2_bac_n100_glmer_fun_n100_glmerPC3	147	Microbiome	Tolerance
Horton_Bergelson_SciRep_2019_PID_30631088	beta_root_16S_1_raw_tn2_glmer_pca_n100_PC1	147	Microbiome	Tolerance
Horton_Bergelson_SciRep_2019_PID_30631088	beta_root_16S_1_raw_tn2_glmer_pca_n100_PC2	147	Microbiome	Tolerance
Horton_Bergelson_SciRep_2019_PID_30631088	beta_root_16S_1_raw_tn2_glmer_pca_n100_PC3	147	Microbiome	Tolerance
Horton_Bergelson_SciRep_2019_PID_30631088	beta_root_ITS_1_raw_tn2_glmer_pca_n100_PC1	147	Microbiome	Tolerance
Horton_Bergelson_SciRep_2019_PID_30631088	beta_root_ITS_1_raw_tn2_glmer_pca_n100_PC2	147	Microbiome	Tolerance
Horton_Bergelson_SciRep_2019_PID_30631088	beta_root_ITS_1_raw_tn2_glmer_pca_n100_PC3	147	Microbiome	Tolerance
Iba_Takahashi_PlosOne_2015_PID_25706630	Relative_leaf_temperature	263	Development	Tolerance
Inze_Clauw_PlantCell_2016_PID_27729396	LeafAreaMaturity_mild_drought	93	Development	Avoidance
Inze_Clauw_PlantCell_2016_PID_27729396	LeafAreaMaturity_well_watered	93	Development	Avoidance
Inze_Clauw_PlantCell_2016_PID_27729396	LeafAreaMaturityCell_mild_drought	91	Development	Avoidance
Inze_Clauw_PlantCell_2016_PID_27729396	LeafAreaMaturityCell_well_watered	92	Development	Avoidance
Inze_Clauw_PlantCell_2016_PID_27729396	LeafAreaProliferation_mild_drought	72	Development	Avoidance
Inze_Clauw_PlantCell_2016_PID_27729396	LeafAreaProliferation_well_watered	70	Development	Avoidance
Inze_Clauw_PlantCell_2016_PID_27729396	PavementCellArea_mild_drought	91	Development	Avoidance
Inze_Clauw_PlantCell_2016_PID_27729396	PavementCellArea_well_watered	92	Development	Avoidance
Inze_Clauw_PlantCell_2016_PID_27729396	PavementCellNumber_mild_drought	91	Development	Avoidance
Inze_Clauw_PlantCell_2016_PID_27729396	PavementCellNumber_well_watered	92	Development	Avoidance
Inze_Clauw_PlantCell_2016_PID_27729396	RosetteArea_mild_drought	93	Development	Avoidance
Inze_Clauw_PlantCell_2016_PID_27729396	RosetteArea_well_watered	93	Development	Avoidance
Inze_Clauw_PlantCell_2016_PID_27729396	StomatalIndex_mild_drought	91	Development	Avoidance
Inze_Clauw_PlantCell_2016_PID_27729396	StomatalIndex_well_watered	92	Development	Avoidance
Jones_Nemri_PNAS_2010_PID_20479233	Emco5	91	Defense	NA
Jones_Nemri_PNAS_2010_PID_20479233	Emoy2	75	Defense	NA
Jones_Nemri_PNAS_2010_PID_20479233	Emwa1	87	Defense	NA
Jones_Nemri_PNAS_2010_PID_20479233	Hiks1	85	Defense	NA
Jones_Nemri_PNAS_2010_PID_20479233	Noco2	88	Defense	NA
Jongsma_Kloth_JExpBot_2016_PID_27107291	aphids_making_long_probes	327	Defense	NA
Jongsma_Kloth_PlantCell_2017_PID_28970334	time_aphids_spent	332	Defense	NA
Kalladan_Verslues_PNAS_2017_PID_29073083	ABA	281	Defense	Avoidance
Kaur_Rajarammohan_MolPlaPath_2018_PID_29271603	Normalized_disease_index	75	Defense	NA
Keurentjes_Bac-Molenaar_JExpBot_2015_PID_25922493	A0_Expo2	318	Development	Avoidance
Keurentjes_Bac-Molenaar_JExpBot_2015_PID_25922493	FW_rosette	319	Development	Avoidance
Keurentjes_Bac-Molenaar_JExpBot_2015_PID_25922493	PLA11	319	Development	Avoidance
Keurentjes_Bac-Molenaar_JExpBot_2015_PID_25922493	PLA14	319	Development	Avoidance
Keurentjes_Bac-Molenaar_JExpBot_2015_PID_25922493	PLA16	319	Development	Avoidance
Keurentjes_Bac-Molenaar_JExpBot_2015_PID_25922493	PLA18	319	Development	Avoidance
Keurentjes_Bac-Molenaar_JExpBot_2015_PID_25922493	PLA20	319	Development	Avoidance
Keurentjes_Bac-Molenaar_JExpBot_2015_PID_25922493	PLA22	319	Development	Avoidance
Keurentjes_Bac-Molenaar_JExpBot_2015_PID_25922493	PLA24	319	Development	Avoidance
Keurentjes_Bac-Molenaar_JExpBot_2015_PID_25922493	PLA25	319	Development	Avoidance
Keurentjes_Bac-Molenaar_JExpBot_2015_PID_25922493	PLA26	319	Development	Avoidance
Keurentjes_Bac-Molenaar_JExpBot_2015_PID_25922493	PLA27	319	Development	Avoidance
Keurentjes_Bac-Molenaar_JExpBot_2015_PID_25922493	PLA28	318	Development	Avoidance
Keurentjes_Bac-Molenaar_JExpBot_2015_PID_25922493	PLA8	318	Development	Avoidance
Keurentjes_Bac-Molenaar_JExpBot_2015_PID_25922493	r_Expo2	318	Development	Escape
Keurentjes_Bac-Molenaar_JExpBot_2015_PID_25922493	WC	319	Development	Tolerance
Keurentjes_Bac-Molenaar_PlantCell_2015_PID_26163573	control_aantalSkld5m10t20_c	275	Development	Avoidance
Keurentjes_Bac-Molenaar_PlantCell_2015_PID_26163573	control_avgSL0t10_c	275	Development	Avoidance
Keurentjes_Bac-Molenaar_PlantCell_2015_PID_26163573	control_avgSL10t20_c	273	Development	Avoidance
Keurentjes_Bac-Molenaar_PlantCell_2015_PID_26163573	control_avgSL20t30_c	249	Development	Avoidance
Keurentjes_Bac-Molenaar_PlantCell_2015_PID_26163573	control_avgSLm10t0_c	275	Development	Avoidance
Keurentjes_Bac-Molenaar_PlantCell_2015_PID_26163573	control_avgSLm10t20	275	Development	Avoidance
Keurentjes_Bac-Molenaar_PlantCell_2015_PID_26163573	treatment_aantalSkld5m10t20_t	274	Development	Avoidance
Keurentjes_Bac-Molenaar_PlantCell_2015_PID_26163573	treatment_avgSL0t10_t	274	Development	Avoidance
Keurentjes_Bac-Molenaar_PlantCell_2015_PID_26163573	treatment_avgSL10t20_t	274	Development	Avoidance
Keurentjes_Bac-Molenaar_PlantCell_2015_PID_26163573	treatment_avgSL20t30_t	268	Development	Avoidance
Keurentjes_Bac-Molenaar_PlantCell_2015_PID_26163573	treatment_avgSLm10t0_t	274	Development	Avoidance
Keurentjes_Bac-Molenaar_PlantCell_2015_PID_26163573	treatment_avgSLm10t20	274	Development	Avoidance
Keurentjes_Bac-Molenaar_PlosOne_2015_PID_26588092	Redness_control	344	Development	Avoidance
Keurentjes_Bac-Molenaar_PlosOne_2015_PID_26588092	Redness_PEG	344	Development	Avoidance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	AA_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	AA_2	349	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	AGP_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	AGP_2	344	Metabolite	Tolerance
